Acceptor,SMILES
Acceptor SG,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4ccc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)[se]4)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
Acceptor IP,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)c(C)c4C)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
Acceptor KW,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc5c(C)c(-c6c7nc8c(nc7c(-c7ccccc7)c7nc9c(nc67)-c6ccc7c%10c(ccc-9c6%10)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)-c6ccc7c9c(ccc-8c69)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C7=O)sc5c4C)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
Acceptor VF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1
Acceptor LU,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(C1=CC2C(C=C1)c1ccc(-c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)cc1C21c2cc(C3=c6c7c(c8ccc9c%10c(ccc6c8%10)C(=O)N(C(CCCCCC)CCCCCC)C9=O)C=CC6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C3)C76)ccc2C2C=C(c3cc6c7c(ccc8c9c%10c(c3c78)C=CC3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=9)C%103)C(=O)N(C(CCCCCC)CCCCCC)C6=O)C=CC21)C=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor NY,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4sc(-c5c6nc7c(nc6c(-c6ccccc6)c6nc8c(nc56)-c5ccc6c9c(ccc-8c59)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)-c5ccc6c8c(ccc-7c58)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C6=O)c5c4OCCO5)c4nc5c(nc4c(-c4ccccc4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=O
Acceptor MU,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(C2=CC3C(C=C2)c2ccc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5CC(CC)CCCC)s4)cc2C32c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5CC(CC)CCCC)s4)ccc3C3C=CC(c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(-c8ccccc8)s7)=C6C(=O)N5CC(CC)CCCC)s4)=CC32)s1
Acceptor DC,CCCCCCC(CCCCCC)N1C(=O)C2=CCc3c4c5c6c(cc7[se]c8cc(c2c3c8c75)C1=O)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C6=CC4c1cc2c(=O)n(C(CCCCCC)CCCCCC)c(=O)c3cc4[se]c5cc6c(=O)n(C(CCCCCC)CCCCCC)c(=O)c7ccc8c1c(c23)c4c5c8c76
Acceptor DR,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)ccc2-c2ccc(-c3ccc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)s3)cc21
Acceptor IF,CCCCCCc1cc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cs1
Acceptor WF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1
Acceptor WO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5/C(=O)c6ccccc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1
Acceptor AW,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c5c(sc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor MQ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor SH,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(C=C6C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5/C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1
Acceptor BJ,CCCCCCCCOc1ccc2c(c1)-c1cc(OCCCCCCCC)ccc1C21c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21
Acceptor MV,CCCCCCc1ccc(C2(c3ccc(CCCCC)s3)c3cc4c(cc3-c3sc(-c5sc(/C=c6\sc(=C(C#N)C#N)n(CCCCCC)c6=O)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2cc(-c3sc(/C=c5\sc(=C(C#N)C#N)n(CCCCCC)c5=O)cc3CC(CC)CCCC)sc2-4)s1
Acceptor HM,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3ccc4c5c(ccc4c32)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor QN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(c(CCCCCC)cc5c4cc(CCCCCC)c4c6c(sc45)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)c32)cc1
Acceptor GI,CCCCCCCCc1c2sc3c(c2c(CCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5ccc(F)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3
Acceptor ES,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21
Acceptor AY,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c21)C(CCCCCCCC)(CCCCCCCC)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12
Acceptor HJ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1
Acceptor KQ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1
Acceptor EG,CCCCCCCCn1c2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc3n(CCCCCCCC)c12
Acceptor LY,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3n(CCCCCCCC)c12
Acceptor ET,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor GQ,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccc(C)cc5C2=C(C#N)C#N)cc1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1cc(/C=C2\C(=O)c4ccc(C)cc4C2=C(C#N)C#N)sc1-3
Acceptor SY,CCCCCCCCOc1c2sc3c(c2c(OCCCCCCCC)c2sc4c(c12)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c5ccc(F)cc5C2=C(C#N)C#N)sc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccc(F)cc4C2=C(C#N)C#N)sc1-3
Acceptor PK,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(C=C5C(=O)c6cscc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5cscc5C3=C(C#N)C#N)sc2-4)cc1
Acceptor NB,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
Acceptor EV,CCCCCCc1ccc(C2(c3ccc(CCCCCC)s3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)s2)(c2ccc(CCCCCC)s2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)s1
Acceptor FU,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor VL,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor TT,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6c(C#Cc7cc8c9c(c7)C(C)(C)c7cc(C#Cc%10cc%11c%12c(ccc%13c%14c%15c(c%10c%13%12)=CC=C%10C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%14)C%10%15)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc%10c7N9c7c(cc(C#Cc9cc%11c%12c(ccc%13c%14c%15c(c9c%12%13)C=CC9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=%14)C%159)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc7C%10(C)C)C8(C)C)cc(c2c63)C1=O)C=CC1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=CC=4)C51
Acceptor OB,CCCCC(CC)Cc1ccc(C2(c3ccc(CC(CC)CCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC(CC)CCCC)cc2)c2ccc(CC(CC)CCCC)cc2)cc1
Acceptor RI,CCCCCCCCC(CCCCCCCC)n1c(=O)c2ccc3c4c(ccc(c1=O)c24)c1c3c2c3ccc4c(=O)n(C(CCCCCCCC)CCCCCCCC)c(=O)c5ccc(c3c45)c2c2c3ccc4c(=O)n(C(CCCCCCCC)CCCCCCCC)c(=O)c5ccc(c3c54)c12
Acceptor JB,CCCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(ccc(c24)C1=O)-c1nc2c(-c4cccs4)c4nc5c(nc4c(-c4cccs4)c2nc1-3)-c1ccc2c3c(ccc-5c13)C(=O)N(CC(CCCCCC)CCCCCCCC)C2=O
Acceptor HO,CCCCCCCC[Si]1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)s3)ccc2-c2ccc(-c3ccc(C=C4C(=O)c5ccccc5C4=O)s3)cc21
Acceptor MB,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5nonc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4nonc24)sc1-3
Acceptor AB,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)c5n[se]nc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(/C=C4\SC(=S)N(CC)C4=O)c4n[se]nc24)sc1-3
Acceptor PF,CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(-c5ccc(C=O)cc5)ccc-3c24)C1=O
Acceptor KC,CCCCCCCCN1C(=O)c2c(c(-c3cccs3)c3c(c2-c2cccs2)-c2cccc4c(C(=O)OC)ccc-3c24)C1=O
Acceptor MZ,CCCCCCCCN1C(=O)c2cccc3c(C#CC#Cc4ccc5c6c(cccc46)C(=O)N(CCCCCCCC)C5=O)ccc(c23)C1=O
Acceptor OS,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor LZ,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6c(-c7ccc(C8(c9ccc(-c%10cc%11c%12c(ccc%13c%14c%15c(c%10c%13%12)=CC=C%10C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C%14)C%10%15)C(=O)N(C(CCCCC)CCCCC)C%11=O)cc9)CCCCC8)cc7)cc(c2c36)C1=O)=CC=C1C(=O)N(C(CCCCC)CCCCC)C(=O)C(C=C4)C15
Acceptor PG,CCCCCC(CCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=CC=C1C(=O)N(c2ccc(C3(c6ccc(N7C(=O)C8=CC=c9c%10c(c%11ccc%12c%13c(ccc9c%11%13)C(=O)N(C(CCCCC)CCCCC)C%12=O)C=CC(C7=O)C8%10)cc6)CCCCC3)cc2)C(=O)C(C=C4)C15
Acceptor IX,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)o4)c4nsnc34)ccc2-c2ccc(-c3ccc(-c4ccc(/C=C5\SC(=S)N(CC)C5=O)o4)c4nsnc34)cc21
Acceptor LG,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)N(C)C(=O)N(C)C4=O)s3)ccc2-c2ccc(-c3ccc(C=C4C(=O)N(C)C(=O)N(C)C4=O)s3)cc21
Acceptor BN,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)ccc2-c2ccc(-c3ccc(C=C4C(=O)N(CC)C(=S)N(CC)C4=O)s3)cc21
Acceptor FD,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(C5N(C)CC67c8c9c%10c%11c%12c%13c(c%14c%15c6c6c%16c8c8c%17c9c9c%11c%11c%12c%12c%18c%13c%14c%13c%14c%15c6c6c%15c%16c8c8c%16c%17c9c9c%11c%11c%12c%12c%18c%13c%13c%14c6c6c%15c8c8c%16c9c%11c9c%12c%13c6c89)C%1057)cc3CC(CC)CCCC)sc2-4)cc1
Acceptor EH,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C4N(C)CC56C7=C8C9=c%10c5c5c%11c%12c%13c%14c(c%15c7c7c%16c%17c%18c(c%19c%20c%21c%22c(c%10c%10c5c5c%12c%12c%13c%13c%23c%14c%15c%16c%14c%17c%15c(c%18%20)c%16c%21c%17c%22c%10c5c5c%17c%10c%16c%15c(c%14%23)c%13c%10c%125)C9%19)C87)C%1146)sc23)cc1
Acceptor EW,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(c1ccc2c(c1)C1(c3cc(C6=c7c8c(c9ccc%10c%11c(ccc7c9%11)C(=O)N(C(CCCCCC)CCCCCC)C%10=O)C=CC7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C6)C87)ccc3C3C=CC(c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CCCCCC)CCCCCC)C7=O)=CC31)C1C=C(c3cc6c7c(ccc8c9c%10c(c3c87)=CC=C3C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C9)C3%10)C(=O)N(C(CCCCCC)CCCCCC)C6=O)C=CC21)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor LO,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4c5c(c6ccc(c2c36)C1=O)=C(C1=CC2c3cc(-c6cc7c8c(ccc9c%10c%11c(c6c98)=CC=C6C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%10)C6%11)C(=O)N(C(CCCCCC)CCCCCC)C7=O)ccc3C3(c6cc(C7=c8c9c(c%10ccc%11c%12c(ccc8c%10%12)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)C=CC8C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(=C7)C98)ccc6C6C=CC(c7cc8c9c(ccc%10c%11c%12c(c7c%109)=CC=C7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C%11)C7%12)C(=O)N(C(CCCCCC)CCCCCC)C8=O)=CC63)C2C=C1)C=C1C(=O)N(C(CCCCCC)CCCCCC)C(=O)C(C=C4)C15
Acceptor AK,CCCCC(CC)CN1C(=O)c2cc(-c3ccc(-c4cccs4)s3)c3c4c(cc(-c5ccc(-c6cccs6)s5)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O
Acceptor NP,CCCCC(CC)CN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(-c7cccs7)s6)s5)c(c24)C1=O)C(=O)N(CC(CC)CCCC)C3=O
Acceptor WR,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-c6cc7c8c(ccc9c%10c(OC)cc%11c%12c(ccc(c6c89)c%12%10)C(=O)N(CC(CC)CCCC)C%11=O)C(=O)N(CC(CC)CCCC)C7=O)s5)cc5c6c(ccc(c7c(OC)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O
Acceptor GA,CCCCC(CC)CN1C(=O)c2ccc3c4c(-c5ccc(-c6cc7c8c(ccc9c%10c(OCOC)cc%11c%12c(ccc(c6c89)c%12%10)C(=O)N(CC(CC)CCCC)C%11=O)C(=O)N(CC(CC)CCCC)C7=O)s5)cc5c6c(ccc(c7c(OCOC)cc(c2c37)C1=O)c64)C(=O)N(CC(CC)CCCC)C5=O
Acceptor JV,CCCCCCN1C(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(=O)N(CCCCCC)C5=O)c4nsnc34)cc2C1=O
Acceptor AX,CCCCCCCCCCN1C(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(=O)N(CCCCCCCCCC)C5=O)c4nsnc34)cc2C1=O
Acceptor RJ,CCCCC(CC)CN1C(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(=O)N(CC(CC)CCCC)C5=O)c4nsnc34)cc2C1=O
Acceptor ER,CCCCCC(C)N1C(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(=O)N(C(C)CCCCC)C5=O)c4nsnc34)cc2C1=O
Acceptor JS,CC(C)OCCCN1C(=O)c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)C(=O)N(CCCOC(C)C)C5=O)c4nsnc34)cc2C1=O
Acceptor FR,CCCCCCN1C(=O)c2cc(C#Cc3ccc(C#Cc4cc5c(s4)C(=O)N(CCCCCC)C5=O)c4nsnc34)sc2C1=O
Acceptor CS,CCCCCCN1C(=O)c2cc(C#Cc3ccc(C#Cc4ccc5c(n4)C(=O)N(CCCCCC)C5=O)c4nsnc34)cnc2C1=O
Acceptor NV,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C(C#N)C#N)c4nsnc34)ccc2-c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor GR,CCCCCCCCC(CCCCCCCC)n1c2cc(-c3ccc(C=C(C#N)C#N)c4nsnc34)ccc2c2ccc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor WH,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C=C(C#N)C#N)c4nsnc34)sc2-c2sc(-c3ccc(C=C(C#N)C#N)c4nsnc34)cc21
Acceptor BD,CCCCCCCCc1cc(-c2ccc3c(c2)C2(c4cc(-c5cc(CCCCCCCC)c(/C=C6\SC(=S)N(CCCCCCCC)C6=O)s5)ccc4-3)c3cc(-c4cc(CCCCCCCC)c(/C=C5\SC(=S)N(CCCCCCCC)C5=O)s4)ccc3-c3ccc(-c4cc(CCCCCCCC)c(/C=C5\SC(=S)N(CCCCCCCC)C5=O)s4)cc32)sc1/C=C1\SC(=S)N(CCCCCCCC)C1=O
Acceptor VM,CCCCCCCCc1cc(-c2ccc3c(c2)C2(c4cc(-c5cc(CCCCCCCC)c(/C=c6\sc(=C(C#N)C#N)n(CCCCCCCC)c6=O)s5)ccc4-3)c3cc(-c4cc(CCCCCCCC)c(/C=c5\sc(=C(C#N)C#N)n(CCCCCCCC)c5=O)s4)ccc3-c3ccc(-c4cc(CCCCCCCC)c(/C=c5\sc(=C(C#N)C#N)n(CCCCCCCC)c5=O)s4)cc32)sc1/C=c1\sc(=C(C#N)C#N)n(CCCCCCCC)c1=O
