Acceptor,SMILES
Acceptor KU,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(sc5c(-c6ccc(CCCCCC)s6)c6c(sc7c8c(sc76)-c6sc(/C=C7\C(=O)c9cc(F)c(F)cc9C7=C(C#N)C#N)cc6C8(c6ccc(CCCCCC)cc6)c6ccc(CCCCCC)cc6)c(-c6ccc(CCCCCC)s6)c54)c32)cc1
Acceptor FN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c(-c5ccc(CCCCCC)s5)c5c6c(sc5c(-c5ccc(CCCCCC)s5)c4c32)-c2sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor GT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)OC(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
Acceptor QM,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)OC(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor VO,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)cc4C5(CC(CC)CCCC)CC(CC)CCCC)cc3F)cc21
Acceptor LT,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(-c4ncc(/C=C5/SC(=S)N(CC)C5=O)s4)cc21)C(CCCCCC)(CCCCCC)c1cc(-c2ncc(/C=C4/SC(=S)N(CC)C4=O)s2)sc1-3
Acceptor Y,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ncc(/C=C6/SC(=S)N(CC)C6=O)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ncc(/C=C5/SC(=S)N(CC)C5=O)s3)sc2-4)cc1
Acceptor UT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)Oc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3cc4c(cc32)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2OC4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor FK,CCCCCCCCOc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1cc2c(s1)-c1cc3c(cc1C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)O2)-c1sc(-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2OCCCCCCCC)cc1OC3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1
Acceptor DQ,CCCCCCCCSc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1cc2c(s1)-c1cc3c(cc1C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)O2)-c1sc(-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2SCCCCCCCC)cc1OC3(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1
Acceptor FC,CCCCC(CC)CN1C(=O)c2c(c(-c3ccc(-c4ccc5c6c(cccc46)C(=O)N(CC(CC)CCCC)C5=O)s3)c3nsnc3c2-c2ccc(-c3ccc4c5c(cccc35)C(=O)N(CC(CC)CCCC)C4=O)s2)C1=O
Acceptor EL,CCCCN1C(=O)c2cc3c(cc2C1=O)C1=[N+]2C3=Nc3c4cc5c(cc4c4n3[B-]2(F)n2c(c3cc6c(cc3c2=N4)C(=O)N(CCCC)C6=O)=N1)C(=O)N(CCCC)C5=O
Acceptor EK,CCCCN1C(=O)c2cc3c(cc2C1=O)C1=[N+]2C3=Nc3c4cc5c(cc4c4n3[B-]2(Cl)n2c(c3cc6c(cc3c2=N4)C(=O)N(CCCC)C6=O)=N1)C(=O)N(CCCC)C5=O
Acceptor WD,CCCCCC(CCCCC)N1C(=O)c2cc3c(cc2C1=O)C1=[N+]2C3=Nc3c4cc5c(cc4c4n3[B-]2(Cl)n2c(c3cc6c(cc3c2=N4)C(=O)N(C(CCCCC)CCCCC)C6=O)=N1)C(=O)N(C(CCCCC)CCCCC)C5=O
Acceptor MJ,CCCCCC(CCCCC)N1C(=O)c2cc3c(cc2C1=O)C1=[N+]2C3=Nc3c4cc5c(cc4c4n3[B-]2(F)n2c(c3cc6c(cc3c2=N4)C(=O)N(C(CCCCC)CCCCC)C6=O)=N1)C(=O)N(C(CCCCC)CCCCC)C5=O
Acceptor LI,CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4cc(-c5cc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9ccc(-c%10ccccc%10)s9)=C8C(=O)N7CC(CC)CCCC)s6)cc(-c6ccc(C7=C8C(=O)N(CC(CC)CCCC)C(c9ccc(-c%10ccccc%10)s9)=C8C(=O)N7CC(CC)CCCC)s6)c5)cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(-c9ccccc9)s8)=C7C(=O)N6CC(CC)CCCC)s5)c4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccccc2)s1
Acceptor WI,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8c(sc9c%10cc%11c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%12ccc%13c%14ccc%15c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%16cc(c98)c(c%14c%15%16)c%10c%13c%12%11)c8cc(c1=O)c2c3c8c7c4c56
Acceptor UL,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8c([te]c9c%10cc%11c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%12ccc%13c%14ccc%15c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%16cc(c98)c(c%14c%15%16)c%10c%13c%12%11)c8cc(c1=O)c2c3c8c7c4c56
Acceptor KM,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1
Acceptor OK,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor AL,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor LX,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor OU,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(Br)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4ccc(Br)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor QU,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Br)c(Br)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Br)c(Br)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor UV,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccc(F)cc5C3=C(C#N)C#N)sc2-4)cc1
Acceptor QP,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor JO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor DM,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor OI,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3[se]c(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor DA,CCCCC(CC)Cn1c2cc3c(=O)n(C(CC)CC)c(=O)c4ccc5c6c(-c7cc8c(=O)n(C(CC)CC)c(=O)c9cc%10c%11c(c7c7ccc%12c(=O)n(C(CC)CC)c(=O)c%13cc(c%11c7c%12%13)n%10CC(CC)CCCC)c89)cc7c(=O)n(C(CC)CC)c(=O)c8cc1c(c6c78)c2c5c43
Acceptor SR,CCCCC(CC)Cn1c2ccc(-c3ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc34)cc2c2cc3c(cc21)c1cc(-c2ccc(/C=C4/SC(=S)N(CC)C4=O)c4nsnc24)ccc1n3CC(CC)CCCC
Acceptor OE,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(c32)c2sc3c(c2c2sc5c(c42)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc2-5)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc2-3)cc1
Acceptor KT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(c32)c2sc3c(c2c2sc5c(c42)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc2-5)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1
Acceptor QR,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1
Acceptor F,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc5CC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc3CC(CC)CCCC)sc2-4)cc1
Acceptor J,CCCCCCOc1c(OCCCCCC)c(-c2ccc(/C=C3\SC(=S)N(CC)C3=O)s2)c2nsnc2c1-c1ccc(/C=C2\SC(=S)N(CC)C2=O)s1
Acceptor TU,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4c(sc5ccccc45)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor CZ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c5cc6c(cc5n(C(CCCCCC)CCCCCC)c4cc3-c3sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor O,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c5cc6c(cc5n(C(CCCCCC)CCCCCC)c4cc3-c3sc(/C=C4\C(=O)c5c(sc7ccccc57)C4=C(C#N)C#N)cc32)-c2sc(/C=C3\C(=O)c4c(sc5ccccc45)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor DE,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(sc8ccccc78)C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(sc6ccccc56)C4=C(C#N)C#N)sc23)cc1
Acceptor EI,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(SCC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(SCC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor AO,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc5c6c(sc5cc34)-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c3C6(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c32)cc1
Acceptor WJ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5cc(CCCCCC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(CCCCCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)sc2-4)cc1
Acceptor SD,CCCCCCOc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(OCCCCCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)sc1/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N
Acceptor RX,CCCCCCSc1cc(-c2cc3c(s2)-c2cc4c(cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(-c3cc(SCCCCCC)c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)s3)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)sc1/C=C1\C(=O)c2ccccc2C1=C(C#N)C#N
Acceptor DX,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21
Acceptor DG,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc(-c4ccc(C=C(C#N)C#N)c5nsnc45)cc21)C(CCCCCCCC)(CCCCCCCC)c1cc(-c2ccc(C=C(C#N)C#N)c4nsnc24)sc1-3
Acceptor NT,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1cccc(OCCCCCC)c1)(c1cccc(OCCCCCC)c1)c1cc2c(cc1-3)C(c1cccc(OCCCCCC)c1)(c1cccc(OCCCCCC)c1)c1c-2sc2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3n(CCCCCCCC)c12
Acceptor IN,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(OCCCCCC)cc1)(c1ccc(OCCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(OCCCCCC)cc1)(c1ccc(OCCCCCC)cc1)c1c-2sc2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3n(CCCCCCCC)c12
Acceptor WB,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(CCCCc2ccccc2)CCCCc2ccccc2)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2C4(CCCCc2ccccc2)CCCCc2ccccc2)C(=O)c2ccccc21
Acceptor MD,CCCCCCCCC1(CCCCCCCC)c2c(sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)-c2sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc3c21
Acceptor BP,CCCCCCCCn1c2cc3c(cc2c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor EZ,CCCCCCCCC(CCCCCC)Cn1c2cc3c(cc2c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccccc5C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor TW,CCCCCCCCC(CCCCCC)Cn1c2cc3c(cc2c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5cc(F)c(F)cc5C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3
Acceptor CO,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6sccc6C5=C(C#N)C#N)sc4c21)C(CCCCCCCC)(CCCCCCCC)c1c-3sc2cc(/C=C3\C(=O)c4sccc4C3=C(C#N)C#N)sc12
Acceptor FT,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6sc(Cl)cc6C5=C(C#N)C#N)sc4c21)C(CCCCCCCC)(CCCCCCCC)c1c-3sc2cc(/C=C3\C(=O)c4sc(Cl)cc4C3=C(C#N)C#N)sc12
Acceptor DF,CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8c(sc9c(-c%10cc(Cl)c(CC(CC)CCCC)s%10)c%10c(sc%11c%12cc%13c(=O)n(C(CCCCC)CCCCC)c(=O)c%14ccc%15c%16ccc%17c(=O)n(C(CCCCC)CCCCC)c(=O)c%18cc(c%11%10)c(c%16c%17%18)c%12c%15c%14%13)c(-c%10cc(Cl)c(CC(CC)CCC)s%10)c98)c8cc(c1=O)c2c3c8c7c4c56
Acceptor QJ,CCCCCC(CCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCC)CCCCC)c(=O)c6cc7c8c(sc9c(-c%10cc(Cl)c(SCC(CC)CCCC)s%10)c%10c(sc%11c%12cc%13c(=O)n(C(CCCCC)CCCCC)c(=O)c%14ccc%15c%16ccc%17c(=O)n(C(CCCCC)CCCCC)c(=O)c%18cc(c%11%10)c(c%16c%17%18)c%12c%15c%14%13)c(-c%10cc(Cl)c(SCC(CC)CCC)s%10)c98)c8cc(c1=O)c2c3c8c7c4c56
Acceptor KL,CCCCCCCCC1(CCCCCCCC)c2cc3cc(-c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4CC(CC)CCCC)sc3cc2-c2cc3sc(-c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4CC(CC)CCCC)cc3cc21
Acceptor DJ,CCCCCCCCC1(CCCCCCCC)c2cc3c4c(sc3cc2-c2cc3sc5c(c3cc21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-5)-c1sc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)cc1C4(c1ccc(CCCCCC)cc1)c1ccc(CCCCCC)cc1
Acceptor JX,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3F)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2F)(c2ccc(CCCCCC)cc2F)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c(F)c1
Acceptor WE,CCCCCCc1ccc(C2(c3ccc(CCCCCC)c(F)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)c(F)c2)(c2ccc(CCCCCC)c(F)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1F
Acceptor AT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor KB,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)s3)sc2-4)cc1
Acceptor IT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3c4c(sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc3cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc3c2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor JF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3c4c(sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc3c(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)csc3c2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor NA,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc1-2
Acceptor VY,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc12
Acceptor HR,CCCCCCCCn1c2cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc2c2sc3c(c21)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc2c(cc1-3)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1c-2sc2c1sc1cc(/C=C3\C(=O)c4cc(F)ccc4C3=C(C#N)C#N)sc12
