Acceptor,SMILES,SMILES w/o R_group replacement,SMILES w/o R_group,Big_SMILES,SELFIES
DICTiF,N#CC(C#N)=C1/C(=C/c2ccc(-c3ccc4c(c3)C([Cr])([Cr])c3cc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)ccc3-4)s2)C(=O)c2ccccc21,O=C1c2c(C(/C1=C/c1ccc(c3cc(C4([R4])[R4])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4)cc5)cc3)s1)=C(C#N)\C#N)cccc2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch1][S][=C][/C][=C][C][=C][Branch2][=Branch1][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Cr][Branch1][C][Cr][C][=C][C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][Ring2][Ring1][Branch1][=C][C][=C][Ring2][Ring1][O][Ring2][Ring1][P][S][Ring2][Ring2][=Branch2][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][Ring2]
BAF-4CN,CCCCCCn1c(=C(C#N)C#N)s/c(=C/c2ccc(-c3ccc4c(c3)C([Tc])([Tc])c3cc(-c5ccc(/C=c6/sc(=C(C#N)C#N)n(CCCCCC)c6=O)c6nsnc56)ccc3-4)c3nsnc23)c1=O,[R15]C1([R15])c2cc(c3ccc(/C=C4C(N(CCCCCC)/C(S\4)=C(C#N)/C#N)=O)c4nsnc34)ccc2c2c1cc(c1c3c(nsn3)c(/C=C3S/C(N(C/3=O)CCCCCC)=C(C#N)/C#N)cc1)cc2, , ,[C][C][C][C][C][C][N][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][/C][=Branch2][#Branch1][=C][=C][/C][=C][C][=C][Branch2][=Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Tc][Branch1][C][Tc][C][=C][C][Branch2][Ring2][N][C][=C][C][=C][Branch2][Ring1][O][/C][=C][/S][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][N][Branch1][#Branch1][C][C][C][C][C][C][C][Ring1][S][=O][C][=N][S][N][=C][Ring2][Ring1][O][Ring1][Branch1][=C][C][=C][Ring2][Ring1][P][Ring2][Ring2][#Branch1][C][=N][S][N][=C][Ring2][Branch1][Ring1][Ring1][Branch1][C][Ring2][Branch1][=C][=O]
DCF-2HT,N#CC(C#N)=C1/C(=C/c2cc([Mo])c(-c3ccc4c(c3)C([Ti])([Ti])c3cc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)cc5[Mo])ccc3-4)s2)C(=O)c2ccccc21,O=C1c2c(C(/C1=C/c1cc([R14])c(c3cc(C4([R2])[R2])c(c5c4cc(c4sc(/C=C6C(c7ccccc7C\6=C(C#N)\C#N)=O)cc4[R14])cc5)cc3)s1)=C(C#N)\C#N)cccc2, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][Ring2][=C][/C][=C][C][Branch1][C][Mo][=C][Branch2][=Branch1][Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][Ti][Branch1][C][Ti][C][=C][C][Branch2][Ring2][Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][Mo][=C][C][=C][Ring2][Ring1][N][Ring2][Ring2][C][S][Ring2][Ring2][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Branch1][=Branch1]
ITIC2,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4c(-c5ccc([Cr])s5)c5c6c(sc5c(-c5ccc([Cr])s5)c4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[R4]c1ccc(c2c(sc(c3c4cc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)/C#N)s3)c3C4(c4ccc([R14])cc4)c4ccc([R14])cc4)c3c(c3ccc([R4])s3)c3c2c2c(c4c(C(c5ccc([R14])cc5)2c2ccc([R14])cc2)cc(/C=C2/C(c5c(C2=O)cccc5)=C(C#N)/C#N)s4)s3)s1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][O][Branch1][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][C][C][=C][Branch2][Branch1][=Branch1][S][C][=Ring1][Branch1][C][Branch1][O][C][=C][C][=C][Branch1][C][Cr][S][Ring1][=Branch1][=C][Ring2][Ring1][Branch1][C][=Ring2][Ring1][Branch2][C][Ring2][Ring1][N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][#Branch1][O]
BT-CIC,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2sc4c(O[Cr])c5c6c(sc5c(O[Cr])c4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(Cl)c(O)cc21,O=C(c1cc(Cl)c(Cl)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2sc3c(O[R4])c4c(C(c5ccc([R14])cc5)(c5ccc([R14])cc5)c5cc(/C=C6C(c7cc(Cl)c(O)cc7C\6=C(C#N)\C#N)=O)sc55)c5sc4c(O[R4])c3c2C2(c3ccc([R14])cc3)c3ccc([R14])cc3)c2c1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch2][=Branch2][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][S][C][=C][Branch1][Ring1][O][Cr][C][C][=C][Branch2][Ring2][N][S][C][=Ring1][Branch1][C][Branch1][Ring1][O][Cr][=C][Ring1][=N][C][=Ring1][S][C][Ring2][Ring1][Ring2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][#Branch1][C][Ring2][Ring2][S][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][Branch1][C][O][C][=C][Ring1][Branch2][Ring2][#Branch1][#Branch1]
IDIC1,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,O=C1c2ccccc2C(/C1=C/c1cc2c(c3cc4c(c5sc(/C=C6/C(c7ccccc7C6=O)=C(C#N)\C#N)cc5C4(c4ccc([R14])cc4)c4ccc([R14])cc4)cc3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1)=C(C#N)/C#N, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][Branch2][S][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][Branch1][C][Ring2][Ring2][=Branch2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][=Branch2]
IHIC1,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2c(ccc4c5c(ccc24)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc(/C=C4\C(=O)c6ccccc6C4=C(C#N)C#N)sc2-5)C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,O=C1c2ccccc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8ccccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)c4ccc3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1)=C(C#N)/C#N, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][O][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][=Branch1][S][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][C][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch1][Ring2][Ring2][=Branch2][C][Ring2][Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][=N]
NTIC-F,N#CC(C#N)=C1C(=Cc2cc3c(s2)-c2c(ccc4c5c(ccc24)C(c2ccc([Mo])cc2)(c2ccc([Mo])cc2)c2cc(C=C4C(=O)c6cc(F)ccc6C4=C(C#N)C#N)sc2-5)C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2cc(F)ccc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)sc3c3c2ccc2c3ccc3c2c2sc(C=C4C(=O)c5cc(F)ccc5C4=C(C#N)C#N)cc2C3(c2ccc([R14])cc2)c2ccc([R14])cc2)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][C][=Branch2][=Branch2][=C][=C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][#Branch1][Ring1][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][C][=C][Branch2][Ring1][N][C][=C][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][=Branch1][Ring2][Ring2][#Branch2][C][Ring2][Branch1][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring2][=Branch1][#C]
NTIC-OMe,COc1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3c(s1)-c1c(ccc4c5c(ccc14)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc(/C=C4\C(=O)c6ccc(OC)cc6C4=C(C#N)C#N)sc1-5)C3(c1ccc([Mo])cc1)c1ccc([Mo])cc1)C2=O,O=C1c2ccc(OC)cc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8cc(OC)ccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)c4ccc3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1)=C(C#N)/C#N, , ,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][/C][=Branch2][=Branch2][#C][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][#Branch1][Ring2][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][C][=C][Branch2][Ring1][=N][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][#Branch1][Ring2][Ring2][O][C][Ring2][Branch1][Ring2][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][Ring2][=Branch1][S][=O]
NTIC-Me,Cc1ccc2c(c1)C(=C(C#N)C#N)/C(=C/c1cc3c(s1)-c1c(ccc4c5c(ccc14)C(c1ccc([Mo])cc1)(c1ccc([Mo])cc1)c1cc(/C=C4\C(=O)c6ccc(C)cc6C4=C(C#N)C#N)sc1-5)C3(c1ccc([Mo])cc1)c1ccc([Mo])cc1)C2=O,O=C1c2ccc(C)cc2C(/C1=C/c1cc2c(c3c4ccc5c(c6sc(/C=C7/C(c8cc(C)ccc8C7=O)=C(C#N)\C#N)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)c4ccc3C2(c2ccc([R14])cc2)c2ccc([R14])cc2)s1)=C(C#N)/C#N, , ,[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][/C][=Branch2][=Branch2][=C][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch2][#Branch1][Ring1][C][=C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][C][=C][Branch2][Ring1][N][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][=Branch1][Ring2][Ring2][#Branch2][C][Ring2][Branch1][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][Ring2][=Branch1][#C][=O]
Y6,N#CC(C#N)=C1/C(=C/c2sc3c(sc4c5c6nsnc6c6c7sc8c([Pd])c(/C=C9\C(=O)c%10cc(F)c(F)cc%10C9=C(C#N)C#N)sc8c7n([Cr])c6c5n([Cr])c34)c2[Pd])C(=O)c2cc(F)c(F)cc21,Fc1cc(C2=O)c(C(/C2=C/c2sc3c4n([R4])c5c6n([R4])c(c(sc(/C=C7C(c8cc(F)c(F)cc8C\7=C(C#N)\C#N)=O)c7[R20])c7s7)c7c6c6nsnc6c5c4sc3c2[R20])=C(C#N)\C#N)cc1F, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][Branch2][C][=C][/C][S][C][=C][Branch2][#Branch1][Branch1][S][C][C][C][=N][S][N][=C][Ring1][Branch1][C][C][S][C][C][Branch1][C][Pd][=C][Branch2][Ring1][#C][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][C][Ring1][N][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][Branch2][C][=Ring2][Ring1][O][N][Branch1][C][Cr][C][=Ring2][Ring1][#C][C][=Ring2][Ring2][=Branch1][N][Branch1][C][Cr][C][Ring2][Ring2][=N][=Ring2][Ring2][#Branch2][C][=Ring2][Ring2][S][Pd][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][Ring2][Branch1][=C]
ITC6-IC,N#CC(C#N)=C1/C(=C/c2sc3c4c(sc3c2[Mo])-c2cc3c(cc2C4(c2ccc([Mo])cc2)c2ccc([Mo])cc2)-c2sc4c([Mo])c(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c2C3(c2ccc([Mo])cc2)c2ccc([Mo])cc2)C(=O)c2ccccc21,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)/C#N)c([R14])c4sc3c3cc4c(c5sc6c([R14])c(/C=C7/C(c8c(C7=O)cccc8)=C(C#N)/C#N)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][=Branch2][#C][=C][/C][S][C][C][=C][Branch1][=Branch2][S][C][=Ring1][Branch1][C][=Ring1][Branch2][Mo][C][=C][C][=C][Branch2][Ring1][S][C][=C][Ring1][=Branch1][C][Ring1][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][S][C][C][Branch1][C][Mo][=C][Branch2][Ring1][=Branch2][/C][=C][\C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=C][Branch1][Ring1][C][#N][C][#N][S][C][=Ring2][Ring1][=Branch1][C][=Ring2][Ring1][=Branch2][C][Ring2][Ring2][=N][Branch1][N][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Mo][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][=Branch1][P]
ZITI,N#CC(C#N)=C1/C(=C/c2cc3c(s2)-c2cc4c(cc2C3)C2C(c3cc5c(cc3C2([Sc])[Sc])-c2sc(/C=C3\C(=O)c6cc(F)ccc6C3=C(C#N)C#N)cc2C5)C4([Sc])[Sc])C(=O)c2cc(F)ccc21,[R1]C1([R1])c2cc3c(Cc4cc(/C=C5C(c6c(C\5=C(C#N)\C#N)ccc(F)c6)=O)sc43)cc2C2C([R1])([R1])c3cc4c(Cc5cc(/C=C6C(c7c(C\6=C(C#N)\C#N)ccc(F)c7)=O)sc54)cc3C21, , ,[N][#C][C][Branch1][Ring1][C][#N][=C][/C][=Branch2][#Branch1][S][=C][/C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][C][Branch2][Branch1][N][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][Branch1][C][Sc][Sc][C][S][C][Branch2][Ring1][N][/C][=C][\C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][Ring1][O][=C][Branch1][Ring1][C][#N][C][#N][=C][C][=Ring2][Ring1][=Branch1][C][Ring2][Ring1][=C][C][Ring2][Ring2][Branch2][Branch1][C][Sc][Sc][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][Ring2][Branch1][=N]
